
0,1.957631
1,14.905901
2,217.945630
3,378.445339
4,785.471406
5,1383.125863
6,1929.135675
7,2350.843354
8,2641.051733
9,2841.851146
10,2974.193089
11,3055.572002
12,3113.923595
13,3171.655949
14,3218.800706
15,3265.656137
16,3307.755867
17,3345.548981
18,3374.247612
19,3404.756189
20,3428.512629
21,3447.737979
22,3464.183508
23,3481.158925
24,3499.437423
25,3515.055289
26,3534.236148
27,3550.818513
28,3567.094882
29,3583.792359
30,3595.530849
31,3608.761514
32,3619.660200
33,3636.994919
34,3653.325690
35,3664.503517
36,3676.663070
37,3689.446591
38,3700.133142
39,3712.574356
40,3720.458381
41,3730.033498
42,3741.202750
43,3753.356721
44,3763.908572
45,3774.634581
46,3780.767150
47,3791.484222
48,3799.862317
49,3806.876306
50,3817.121787
51,3823.433233
52,3830.433730
53,3838.600923
54,3843.983002
55,3850.273681
56,3855.471565
57,3861.151297
58,3865.960108
59,3870.357923
60,3875.872885
61,3879.274668
62,3883.861297
63,3888.531435
64,3891.526178
65,3895.639202
66,3897.892754
67,3901.879641
68,3903.682752
69,3905.896921
70,3908.500645
71,3910.501298
72,3911.959962
73,3912.792699
74,3913.438364
75,3913.751323
76,3913.743206
77,3913.314887
78,3912.564249
79,3911.359459
80,3909.680992
81,3907.852718
82,3905.352303
83,3902.400229
84,3899.794308
85,3896.321676
86,3891.740418
87,3886.575449
88,3881.494093
89,3875.910549
90,3869.313924
91,3861.537060
92,3854.318349
93,3847.632107
94,3841.188668
95,3831.549119
96,3823.145178
97,3815.070851
98,3805.521134
99,3794.906546
100,3786.898271
101,3777.123941
102,3767.692348
103,3755.219290
104,3740.350732
105,3726.037937
106,3706.694153
107,3690.286333
108,3669.249120
109,3652.223070
110,3634.742872
111,3611.365278
112,3586.784189
113,3558.288675
114,3528.329518
115,3492.360259
116,3458.285458
117,3425.587458
118,3394.011190
119,3356.650437
120,3313.249281
121,3267.372907
122,3228.274235
123,3179.169268
124,3129.558205
125,3075.856629
126,3028.380542
127,2980.603156
128,2924.956415
129,2875.922120
130,2828.855057
131,2781.156764
132,2732.252540
133,2684.465307
134,2639.531993
135,2597.732707
136,2557.873929
137,2505.471483
138,2457.601595
139,2412.090433
140,2358.426189
141,2307.233892
142,2262.251882
143,2223.166692
144,2181.660415
145,2138.696182
146,2087.704628
147,2052.548975
148,2015.544897
149,1974.626039
150,1932.522243
151,1892.023854
152,1853.861627
153,1817.354644
154,1778.893395
155,1751.385732
156,1719.290817
157,1684.049267
158,1651.023865
159,1612.815557
160,1573.318233
161,1534.127729
162,1492.814133
163,1450.590537
164,1407.451582
165,1365.921190
166,1313.240221
167,1265.658459
168,1205.855390
169,1145.153588
170,1085.754017
171,1018.346773
172,955.431980
173,892.966604
174,830.048276
175,770.787362
176,702.324783
177,646.412764
178,597.976452
179,541.977351
180,481.719537
181,437.819362
182,394.441526
183,353.571506
184,320.711466
185,292.991128
186,264.416158
187,235.508159
188,213.049944
189,196.647800
190,181.093929
191,168.586833
192,156.455294
193,141.934110
194,132.884083
195,128.290262
196,120.710609
197,117.158380
198,109.346368
199,105.688211
200,103.209193
201,100.059147
202,95.580516
203,92.981496
204,90.340538
205,88.998303
206,86.951616
207,81.412934
208,80.007731
209,78.579691
210,76.403752
211,71.988315
212,69.748849
213,68.233070
214,67.463328
215,63.557952
216,61.973475
217,61.169233
218,59.536620
219,55.398306
220,55.398306
221,53.694632
222,51.966780
223,51.090534
224,51.090534
225,47.485592
226,46.572174
227,43.794737
228,41.918516
229,41.918516
230,34.215478
231,31.292499
232,30.305608
233,28.306213
234,27.293658
235,26.268010
236,26.268010
237,25.215728
238,23.084907
239,20.927960
240,19.836254
241,16.521589
242,15.403476
243,15.403476
244,11.967930
245,8.492671
246,7.320814
247,3.765027
248,3.765027
249,3.765027
250,3.765027
251,1.283279
252,1.283279
253,1.283279
254,0.000000
